"X","Twitter_Handle","Sex","Tweet_id","Created_at","Text","Favorite_count","Retweet_count","Hashtags","User_mentions"
"979","stephenbardo","M","6.44219E+17","9/16/15 18:40","Love this pic!  Two of the most successful on AND off the court! #ptgvision ",5,2,"ptgvision",""
"1207","Real_T_Mac","M","2.4202E+17","9/1/12 22:02","@MattBrady21 Thanks",0,0,"",""
"3110","MarkJonesESPN","M","6.2213E+17","7/17/15 19:46","@justingatlin is in a class of his own right now. Nobody touchin him in 100m. 1st in 9.78 with a -0.3 wind. @TysonLGay 2nd in 9.97. 3:Vicaut",0,0,"","justingatlin"
"565","GrantWahl","M","7.80534E+17","9/26/16 22:27","Just jumped up and out of a nearly hour-long stuck elevator. Apologies for not getting the Periscope going. You would have enjoyed it.",48,1,"",""
"904","RobStoneONFOX","M","7.64149E+17","8/12/16 17:19","Sweden on the counter. Up 1-0. Exhale. It will be ok. #USAvSWE",11,2,"USAvSWE",""
"2845","GenoEspn","M","5.37959E+17","11/27/14 13:20","@ESPNAndyKatz You lost me at ``Bahamas.'' Snow and ice on ground here in Wheaton, Il. And still, I wish u and everyone a Happy Thanksgiving.",2,0,"","ESPNAndyKatz"
"2142","The2RobbiesNBC","M","5.49729E+17","12/30/14 0:48","With the BPL managers merry-go-round in full swing, how long before this guy finds himself a hot seat? ",2,1,"",""
"87","JalenRose","M","7.91265E+17","10/26/16 13:08","@zlamdanielvega @JalenandJacoby #gtgtpwtw! #respect",0,0,"gtgtpwtw","zlamdanielvega"
"1925","SteveBowercomm","M","4.79981E+17","6/20/14 13:36","In Recife ready for an Italian win?? with @RobbieSavage8 bbc1 5pm",5,4,"","RobbieSavage8"
"1013","EricWynalda","M","7.75789E+17","9/13/16 20:09","It's a different game already!  2 is better than 1 - #PSGvAFC  ",3,0,"PSGvAFC",""
"199","alywagner","F","7.64157E+17","8/12/16 17:50","Beyond other obvious advantages, #USWNT should have upper hand late in game  overtime bc of rested players and quality of subs #USAvSWE",46,14,"USWNT",""
"1404","The2RobbiesNBC","M","6.27191E+17","7/31/15 18:54","Buzzing for the new season. Soooooo much to talk about. Let's start with the @MenInBlazers Monday night!! Earle bring your best jokes!
Rm",20,4,"","MenInBlazers"
"1792","katemarkgraf","F","2.67309E+17","11/10/12 16:52","That is crap by ref. what's the def supposed to do??? #Arsenal",1,0,"Arsenal",""
"2478","The2RobbiesNBC","M","5.28901E+17","11/2/14 13:26","@Manuel_Dotel Looking in to that, thanks.",0,0,"","Manuel_Dotel"
"2560","jemelehill","F","7.76394E+17","9/15/16 12:14","@OkieMuskogee33 @rwalker296 you can blame entertainment, or you can call it what it is: kids in the inner city don't have same opportunities",1,0,"","OkieMuskogee33"
"225","AlexiLalas","M","7.88573E+17","10/19/16 2:49","@DUGthedevil @DecibelGeekPod Feel the burn!",2,0,"","DUGthedevil"
"2409","kylemartino","M","6.91209E+17","1/24/16 10:41","....Arsenal were 6-3-3 away and now have United, Tottenham, West Ham and City to play on the road.",6,1,"",""
"3215","jemelehill","F","7.72825E+17","9/5/16 15:55","@bomani_jones I was trying to remember off the top of my head how the bowl selection went in thinking who Mich would play 'stead of Bama",0,0,"","bomani_jones"
"639","mbretosESPN","M","7.74004E+17","9/8/16 21:58","Stop whining. You are lucky they don't charge you a quarter to recline your seat.  ",6,0,"",""
"184","EqualizerSoccer","F","7.94193E+17","11/3/16 15:00","BREAKING NEWS: Red Stars trade @ADacosta13 to Breakers for No. 28 overall and No. 38 overall. picks in the 2017 #NWSL College Draft.",51,16,"NWSL","ADacosta13"
"1215","RebeccaLobo","F","6.14155E+17","6/25/15 19:36","I'd love to see girls ages 8-17 at my basketball camp in July. Emphasis on skill development and fun.  ",16,13,"",""
"347","AleMorenoESPN","M","6.98979E+17","2/14/16 21:16","Neymar filth! Suarez unstoppable! Messi ridiculous! They look for  benefit from each other + take crazy PKs for each other. Fun to watch!",21,23,"",""
"1636","AlexiLalas","M","7.60513E+17","8/2/16 16:31","@AndyGlockner It's like saying someone is a ���bad writer�۝ after reading one article without giving specifics as to why.",2,0,"","AndyGlockner"
"1638","AbbyWambach","F","3.9313E+17","10/23/13 21:40","���@BethanyKent13: @abbywambach this might be worth a watch...these kids are inspirational...#hearthemROAR �۝inspiring!",64,20,"hearthemROAR","BethanyKent13"
"1489","HeatherCoxNBC","F","3.83692E+17","9/27/13 20:37","The ""Shoe"" is ready....are you? 8ET ABC #WISvsOSU ",2,2,"WISvsOSU",""
"1207","GenoEspn","M","6.61224E+17","11/2/15 16:49","I'm not saying to change the winner. You can't now. But just because of 5th Down play, etc., doesn't mean this was acceptable outcome.",1,0,"",""
"326","KeithCostigan","M","7.89876E+17","10/22/16 17:07","#LFC _��_���_��_���_��_���_��_���_��_���",6,0,"LFC",""
"128","jemelehill","F","7.94033E+17","11/3/16 4:26","Real MVP might have been that rain delay _�_�",980,727,"",""
"2909","SteveBowercomm","M","3.08942E+17","3/5/13 14:07","@staceyevo your cleaner and maid got flu?!? Ha!",0,0,"","staceyevo"
"1623","robbiemustoe","M","5.14524E+17","9/23/14 21:16","Wow, C'mon Boro!!! #LIVMID",18,17,"LIVMID",""
"524","MichelleDBeadle","F","7.42934E+17","6/15/16 4:18","I'm getting really close to being insulted when they include 4 pairs of chopsticks with my sushi delivery. Really damn close.",1242,128,"",""
"258","The2RobbiesNBC","M","7.78705E+17","9/21/16 21:18","Looks like the League Cup is going to be boring next round _��� #EFLCup ",9,3,"EFLCup",""
"436","lindsayczarniak","F","6.3666E+17","8/26/15 22:04","@SportsCenter follows the Little League World Series.  See you soon!",25,0,"","SportsCenter"
"307","JalenRose","M","7.68582E+17","8/24/16 22:54","Happy Belated Birthday @kobebryant!  Let's celebrate this legend with an autographed basketball up for auction: ",139,27,"","kobebryant"
"1869","KeithCostigan","M","7.62891E+17","8/9/16 5:58","If the player makes your team better then the transfer fee doesn't really matter.   Pogba certainly makes United a better team",4,2,"",""
"1355","robbiemustoe","M","5.75033E+17","3/9/15 20:37","@CONNAT69 Smalling  Valencia got switched over, didn't recover properly afterwards.",0,0,"","CONNAT69"
"1842","The2RobbiesNBC","M","5.66996E+17","2/15/15 16:21","@joshhm At LA yes. He'll be pinging it around no problem.",0,0,"","joshhm"
"2818","robbiemustoe","M","3.18508E+17","3/31/13 23:41","@JOYPAULIAN @beinsportusa @kaylmurray Ok.",1,0,"","JOYPAULIAN"
"1903","AlexiLalas","M","7.56132E+17","7/21/16 14:21","LIVE on #Periscope: Thursday #AskAlexi  ",7,0,"Periscope",""
"499","warrenbarton2","M","7.71781E+17","9/2/16 18:44","Good luck to @EzraHendrickson and the boys tonight �__��_�ԍ_ُ� ",1,0,"","EzraHendrickson"
"3118","robbiemustoe","M","2.74137E+17","11/29/12 13:06","Modern day football management! funny.
Football Half Time TeamTalk - Ruddy Hell its Harry and Paul  via @youtube",7,11,"","YouTube"
"1492","RobStoneONFOX","M","7.41741E+17","6/11/16 21:17","A #USMNT win  they are IN.
A tie  meh, probably.
A loss, and social media will be riled up.
#USAvPAR at 6ET on @FS1",63,33,"USMNT","FS1"
"2456","Real_T_Mac","M","1.57911E+17","1/13/12 19:43","@theurbain LOL Nah I didn't play in it. But an important entertaining movie that will showcase things you should see young Bro. #redtails",0,0,"redtails","theurbain"
"168","catwhitehill4","F","6.57304E+17","10/22/15 21:14","ACC showdown between UVA and Louisville coming up at 530 on @FOXSportsSouth. ",4,4,"","FOXSportsSouth"
"1668","notthefakeSVP","M","7.62314E+17","8/7/16 15:44","@awfulannouncing by this rationale, if I go to a pizza joint, I'm supposed to eat whatever they want to put on it. I'm ordering. No slaw.",282,20,"","awfulannouncing"
"1997","kylemartino","M","7.05014E+17","3/2/16 12:56","New addition to the family. #FreeBird!! ",10,0,"FreeBird",""
"1521","HannahStormESPN","F","7.11199E+17","3/19/16 14:32","Wheels up for Cuba!  @sportscenter #Rays ",22,0,"Rays","SportsCenter"
"1420","catwhitehill4","F","2.01341E+17","5/12/12 15:58","Hangin with @VLTrinkle and Joe from @bloomherbal n DC- its like old times on dickens street!!",0,0,"","vltrinkle"
"67","michaelsmith","M","7.93597E+17","11/1/16 23:32","The response to Hiz N Herz N The Hood the last two days has been crazy. Thank y'all so much. For real. ",191,19,"",""
"1281","Real_T_Mac","M","2.31192E+17","8/3/12 0:55","@StephanMondesir That's hot too. He's on there too. The track from the Rich Forever mixtape.",0,0,"","StephanMondesir"
"2537","michaelsmith","M","7.52369E+17","7/11/16 5:09","_��� the less nonsense you dispense the less I'll have to, so it's all on you #vol2 ",52,6,"vol2",""
"399","alywagner","F","7.51899E+17","7/9/16 21:59","Welcome back Ms @CarliLloyd!",95,6,"","CarliLloyd"
"3160","notthefakeSVP","M","7.29764E+17","5/9/16 20:05","@REPUBLIC473 blahblah.  People go.  Like sports teams.  Can't keep everyone.  Show me the network who has it's sites on ""what's important""",1,0,"","REPUBLIC473"
"2549","LaChinaRobinson","F","7.52509E+17","7/11/16 14:26","Deacs for Life_�_� ",6,0,"",""
"2481","RebeccaLobo","F","4.84202E+17","7/2/14 5:08","@CoachMikeDee Thank you, sir. Fun game tonight.",0,1,"","CoachMikeDee"
"508","HannahStormESPN","F","7.64169E+17","8/12/16 18:37","This is the entire #FaceToFace interview with @simone_manuel #Rio2016  ",28,13,"FaceToFace","simone_manuel"
"821","GenoEspn","M","6.98588E+17","2/13/16 19:21","Well, there's an ad campaign... ",3,1,"",""
"2247","LaChinaRobinson","F","7.58862E+17","7/29/16 3:10","Hillary is on point tonight.. Like a number 2�Ϗ",38,6,"",""
"1584","kylemartino","M","7.2025E+17","4/13/16 13:59","Same here my man. Get those teas and pies ready, the Yank's coming back!! ",11,1,"",""
"3023","SteveBowercomm","M","2.86456E+17","1/2/13 12:55","@CityAlani happy new year pal! Enjoy your night on the toon!",0,0,"","CityAlani"
"817","The2RobbiesNBC","M","7.09838E+17","3/15/16 20:27","Big disappointment for Kompany ...but a big worry for City that it looks like the same old injury. ",3,0,"",""
"549","RobStoneONFOX","M","7.76428E+17","9/15/16 14:32","@DavePasch @GregMcElroy @TomLuginbill go to Woodlands BBQ in Blowing Rock. Thank me later.",3,0,"","DavePasch"
"1924","HannahStormESPN","F","6.94208E+17","2/1/16 17:18","Yes can't wait to host @SportsCenter from 10-11 et with some fantastic guests..Will be fun! #FaceToFace  ",9,0,"FaceToFace","SportsCenter"
"2790","catwhitehill4","F","4517394967","10/1/09 4:37","@alywagner any more phone charges? heehee.",0,0,"","alywagner"
"1173","robbiemustoe","M","6.00064E+17","5/17/15 22:24","Hey @gary_bailey1 Enjoying your work on @beINSPORTSUSA Hope you're enjoying the US. _�ԍ_�ԍ",6,1,"","gary_bailey1"
"552","SteveBowercomm","M","7.11116E+17","3/19/16 9:05","Good luck to all on the @RUFCChester mini's tour this weekend! Safe trip, will be a few tired kids and parents by tomorrow night!",3,3,"","RUFCChester"
"2604","catwhitehill4","F","10097475325","3/7/10 0:56","Oh...and go tar heels!!! #dooksucks",0,0,"dooksucks",""
"952","MichelleDBeadle","F","7.22252E+17","4/19/16 2:32","@iamscoopjackson I thought I was the whole time!!! That's on me.",0,0,"","iamscoopjackson"
"748","michaelsmith","M","7.83749E+17","10/5/16 19:21","@treysmit_t thanks. How'd your Little League squad do this year?",0,0,"","treysmit_t"
"2320","arlowhite","M","6.72163E+17","12/2/15 21:19","If I had the system, I'd be a millionaire my man! ",14,0,"",""
"424","JSB_FOX","F","7.75708E+17","9/13/16 14:49","Been told by a source close to team that Kei Kamara will be in the Revs 18 today for Open Cup Final. Potentially starting XI. #USOC2016",22,17,"USOC2016",""
"333","catwhitehill4","F","6.04045E+17","5/28/15 22:03","@itsmeglinehan love that!",2,0,"","itsmeglinehan"
"1508","The2RobbiesNBC","M","5.94492E+17","5/2/15 13:20","Who cares who's head's in the sand? Nigel keeps ranting, Leicester keep winning. Players unaffected. #LEIvNEW Rm. ",11,9,"LEIvNEW",""
"113","catwhitehill4","F","7.02621E+17","2/24/16 22:28","@comcast I had an appointment today, no one showed and no one called-that's really bad customer service FYI #notsurprising",0,0,"notsurprising","comcast"
"2857","SteveBowercomm","M","3.1373E+17","3/18/13 19:13","@robfacey don't tell me he didn't think it was a malicious tackle....",0,0,"","robfacey"
"449","The2RobbiesNBC","M","7.5224E+17","7/10/16 20:37","Cat C. Giroud.",0,0,"",""
"1190","robbiemustoe","M","5.98948E+17","5/14/15 20:27","@graemelesaux14 @premierleague Haha. Loved big Ripper. Left a foot-in once on Tim Flowers (big shin gash), he wanted to kill me! Great team.",1,2,"","graemelesaux14"
"999","TaylorTwellman","M","7.69648E+17","8/27/16 21:27","Love having @AllisonW_Sports  Jon Champion with us here in Portland for what should be a huge game in the Western Conference. #MLS #PORvSEA",43,1,"MLS","AllisonW_Sports"
"777","BobLeyESPN","M","6.49319E+17","9/30/15 20:26","530pm ESPN2 @OTLonESPN  Cluster of hs fb tragedies in sport w 'pipeline' problem.  Are critics alarmists, are proponents deniers?",2,5,"","OTLonESPN"
"157","SteveBowercomm","M","7.75037E+17","9/11/16 18:23","#motd2 well worth a watch with @markchapman tonight bbc1 2230,just leaving the Liberty,also look out for honest interview with Gary Cahill",38,14,"motd2","markchapman"
"999","jemelehill","F","7.8751E+17","10/16/16 4:26","Aw yeahhhhhh ",21,2,"",""
"1670","EqualizerSoccer","F","7.62039E+17","8/6/16 21:35","Hope Solo coming up big for the #USA today. Another huge save in the 77th minute ",79,46,"USA",""
"628","marckestecher","M","6.59929E+17","10/30/15 3:03","@Kevinharlan I don't know when you find time to prep. This week: NFL in London, NBA in Chicago, NBA in NY and NFL in Oakland #FrequentFlyer",0,0,"FrequentFlyer","Kevinharlan"
"2868","BobLeyESPN","M","4.54036E+17","4/9/14 23:18","Surest sign we have survived the winter and Summer begins tomorrow, ",7,2,"",""
"2042","lindsayczarniak","F","1.44893E+17","12/8/11 21:36","we are getting ready to toss to the Cardinals press conference in reaction to losing Pujols .... ESPNnews right now!",0,0,"",""
"2474","BobLeyESPN","M","5.05711E+17","8/30/14 13:37","@RMDomal too soon.",1,0,"","RMDomal"
"895","BobLeyESPN","M","6.34418E+17","8/20/15 17:34","Does a new park mean a new name?    ",4,2,"",""
"470","SteveBowercomm","M","7.21011E+17","4/15/16 16:22","@The2RobbiesNBC and @LeeDixon2 love a rehearsal @NBCSN @NBCSportsPR #onlocation ",1,1,"onlocation","The2RobbiesNBC"
"2039","KeithCostigan","M","7.60173E+17","8/1/16 18:00","On Gabriel Jesus.  Think he is a top talent.   Bigger ceiling than Sterling and Sane in my opinion",10,1,"",""
"2383","RebeccaLobo","F","4.9066E+17","7/20/14 0:51","@CoachJeffWalz Pleasure was all mine. Hoping I get a game in da 'Ville this year.",5,1,"","CoachJeffWalz"
"939","HannahStormESPN","F","7.4248E+17","6/13/16 22:12","Here's how I spent my birthday 23 years ago today. #NBAFinals Triple OT: Suns over MJ's Bulls ",204,31,"NBAFinals",""
"2948","catwhitehill4","F","1371074512","3/22/09 17:08","Sitting n the locker room getting ready to play the tar heels! So weird yet so fun!",0,0,"",""
"2572","JSB_FOX","F","6.93253E+17","1/30/16 2:01","@warrenbarton2 thanks warren!",0,0,"","warrenbarton2"
"823","warrenbarton2","M","7.56961E+17","7/23/16 21:15","Good news and good luck �__��_�ԍ_ُ�_��_��� ",8,1,"",""
"235","tonysocc","M","2.77806E+17","12/9/12 16:02","Brian McBride is correct.  Joe Hart had little blame on this goal.  1st problem 3 player wall.  Did anyone think that VP was passing.",2,8,"",""
"725","michaelsmith","M","7.84088E+17","10/6/16 17:49","*2-2 and once again I'm your favorite fantasy expert's favorite fantasy expert _��� ",12,2,"",""
"603","AbbyWambach","F","6.8406E+17","1/4/16 17:11","Thank you all for continuing to keep the ball rolling Forward. I can�۪t wait to see what this next generation has in store. #winfromwithin",1688,391,"winfromwithin",""
"1019","TaylorTwellman","M","7.69003E+17","8/26/16 2:45","Proud @marcelluswiley and @jemelehill on @TheUndefeated tonight. Appreciate the eye opening discussion tonight. #UndefeatedConvo",28,8,"UndefeatedConvo","marcelluswiley"
"1795","MarkJackson13","M","4.99997E+17","8/14/14 19:10","���@PrettySinLIN: Imma miss killing coach Jackson in 3 on 3 @MarkJackson13 _��Ӊ۝��_Stop Lying!!! Lol
#BackDown",8,5,"BackDown","MarkJackson13"
"2059","MarkJonesESPN","M","6.90701E+17","1/23/16 1:01","Chris Paul out there just toying and teasing the Knicks. 8 assists already. @LAClippers up 31-17 with 2:10 to go in 1st",67,46,"","LAClippers"
"2562","SteveBowercomm","M","3.84397E+17","9/29/13 19:18","@robfacey wasn't for me!",0,0,"","robfacey"
"2756","RobStoneONFOX","M","7.02974E+17","2/25/16 21:50","Here we go. Who they voted for in May as well.  ",5,1,"",""
"2537","EricWynalda","M","7.41125E+17","6/10/16 4:29","Thanks bud- see you soon ",9,0,"",""
"2461","DavePasch","M","4.45688E+17","3/17/14 22:27","Back to back in NYC--St. John's with @timwelsh5  Pacers/Knicks with Doug Collins. No Walton's World on @SJUCoachLavin or Phil Jackson.",1,2,"","timwelsh5"
"507","AlexiLalas","M","7.81536E+17","9/29/16 16:47","Plenty on women�۪s side, but on men�۪s side I'd say Landon Donovan and Tab Ramos. #AskAlexi ",33,5,"AskAlexi",""
"684","AlexiLalas","M","7.76518E+17","9/15/16 20:28","@barritaivan Ran off of adrenaline but the crash was hard after the game.",1,1,"","barritaivan"
"2210","sagesteele","F","6.58091E+17","10/25/15 1:20","You guys were AWESOME last night!  Stuart woulda been proud  ",20,14,"",""
"2357","robbiemustoe","M","3.74175E+17","9/1/13 14:21","Subs bench tells the story for Arsenal this pre-season. Spurs's much stronger.",2,11,"",""
"3087","DavePasch","M","3.82967E+17","9/25/13 20:38","@rza91 doubt it.",0,0,"","rza91"
"1813","MichelleDBeadle","F","6.81698E+17","12/29/15 4:49","The handshake at the end is gold, Jerry. #Boban4Eva  ",141,37,"Boban4Eva",""
"511","HannahStormESPN","F","7.64091E+17","8/12/16 13:26","Coming up at the top of the hour on @Sportscenter live from #Rio2016 . 
  ",11,1,"Rio2016","SportsCenter"
"1927","JSB_FOX","F","7.21698E+17","4/17/16 13:52","Definite dive!  ",16,0,"",""
"2103","Real_T_Mac","M","1.69498E+17","2/14/12 19:06","@shelleylou Thanks!",0,0,"","shelleylou"
"954","BobLeyESPN","M","6.17864E+17","7/6/15 1:13",".@kathleenmadigan The night is young.",84,24,"","kathleenmadigan"
"1321","RebeccaLobo","F","6.01097E+17","5/20/15 18:48","@The_Sad_Gnome There wasn't a color picture? I'm not THAT old!",2,0,"","The_Sad_Gnome"
"601","EqualizerSoccer","F","7.81588E+17","9/29/16 20:14","Mark Parsons said when he got the call for the Thorns job, he thought it was about getting Emily Menges in a trade. Wanted her for 2 years.",39,5,"",""
"2786","catwhitehill4","F","4680101538","10/7/09 11:37","Brandt and Asher are here! Doggie day care loves the new addition...well, izzy is still hanging on the pink blanket!haha",0,0,"",""
"653","kylemartino","M","7.52486E+17","7/11/16 12:54","Players and coaches walking out on Southampton like.... #SaintsGoMarching ",21,14,"SaintsGoMarching",""
"1642","GenoEspn","M","6.23209E+17","7/20/15 19:14","Well, a Johnson won The Open. It just wasn't the one the local betting shops thought it wd be. U cd hv gotten Zach at 100/1 early last week.",24,8,"",""
"3130","EricWynalda","M","7.16228E+17","4/2/16 11:36","If you are arguing that this is a dirty foul than I don't know what to say - maybe we should just stop here  ",9,2,"",""
"2053","sportsiren","F","6.99293E+17","2/15/16 18:02","This was fun chatting. Mostly because we talk about people other than me. I am tired of hearing about me already _��� ",19,2,"",""
"921","MarkJackson13","M","5.66741E+17","2/14/15 23:28","@ReggieMillerTNT Proud of u bro! Those kids will never be the same!
#BrooklynKings",21,13,"BrooklynKings","ReggieMillerTNT"
"894","mbretosESPN","M","7.63479E+17","8/10/16 20:56","Great to see Kerry King of @Slayer at the #Rio2016 Olympics. ",23,5,"Rio2016","Slayer"
"991","HannahStormESPN","F","7.38749E+17","6/3/16 15:09","What adjustments do you think the Cavs should make for game 2? #CavsWarriors #NBAFinals",20,4,"CavsWarriors",""
"1001","kylemartino","M","7.38509E+17","6/2/16 23:13","@Malachians thanks my man. Not the worst being sick on the couch when #CopaAmerica  #EURO2016 are there for me.",4,0,"CopaAmerica","Malachians"
"1925","catwhitehill4","F","8.74507E+16","7/3/11 9:20","@ShottySus Hey! im on again Tuesday at 9am-New Zealand vs Mexico",0,0,"","ShottySus"
"369","JulieFoudy","F","7.64436E+17","8/13/16 12:18","This is awesome. Ahhh, if only #USWNT were playing Brazil in Maracana for Semi's. That one hurts. ",157,10,"USWNT",""
"256","BobLeyESPN","M","7.38727E+17","6/3/16 13:39","Can't tell your FIFA players without a scorecard? Well, here's the scorecard. And it's remarkable.  ",9,3,"",""
"2523","sagesteele","F","6.39128E+17","9/2/15 17:29","@Vanilla_2004 @JosinaAnderson thank you!",0,0,"","Vanilla_2004"
"2355","arlowhite","M","6.70712E+17","11/28/15 21:12","@MenInBlazers If I was ever going to utter the word that must not be uttered, that was the moment... #11inarow",53,6,"11inarow","MenInBlazers"
"386","LaChinaRobinson","F","7.87968E+17","10/17/16 10:48","@RyanRuocco yes I slept my entire flight!..but I'm already home in the bed. Been here for about 45 mins_���",1,0,"","RyanRuocco"
"1082","arlowhite","M","7.32683E+17","5/17/16 21:25","The season ends in an Old Trafford downpour. It was an extraordinary 9 mnths. So much fun to call it for you. Thanks for watching. #BPLonNBC",341,37,"BPLonNBC",""
"3070","robbiemustoe","M","2.8247E+17","12/22/12 12:56","Goals coming. Wigan v Arsenal.",0,1,"",""
"173","stephenbardo","M","7.55838E+17","7/20/16 18:51","Bardo's Breakdown Part 4 w/ @KendallG13 Lessons learned from coaches.  #OnPoint",4,2,"OnPoint","KendallG13"
"1591","DavePasch","M","5.70778E+17","2/26/15 2:51","Looking forward to having Kareem Abdul Jabbar join Bill Walton and me tonight for a segment during UCLA-Washington on ESPN2.",4,4,"",""
"448","AlexiLalas","M","7.82953E+17","10/3/16 14:38","@howsyatouch Try harder.",1,0,"","howsyatouch"
"338","robbiemustoe","M","7.33444E+17","5/19/16 23:46","80 grand a week. That's a lot of money. 

",13,2,"",""
"1441","katemarkgraf","F","3.52065E+17","7/2/13 14:02","@HollyManthei r u in Minnesota?",0,0,"","HollyManthei"
"1670","AlexiLalas","M","7.60136E+17","8/1/16 15:30","LIVE on #Periscope: Monday #AskAlexi  ",15,1,"Periscope",""
"2021","marckestecher","M","3.81532E+17","9/21/13 21:35","@sportsiren &gt;&gt; Sideline nightmare! Stay reasonably dry :)",0,0,"","sportsiren"
"214","SteveBowercomm","M","7.66093E+17","8/18/16 2:01","I'm speechless!! ",0,0,"",""
"3128","EqualizerSoccer","F","7.30561E+17","5/12/16 0:50","Former #USWNT stars Kate Markgraf and Aly Wagner will be part of broadcast teams for major men's events.  Roundup:  ",59,9,"USWNT",""
"3104","LaChinaRobinson","F","7.4241E+17","6/13/16 17:34","But at this point he clearly has no impact on their ability to win because they won without him. ",3,2,"",""
"2242","AlexiLalas","M","7.5151E+17","7/8/16 20:16","@MnNiceFC @whatahowler @nick_janzen Yup, pristine stuff.",3,0,"","MnNiceFC"
"308","warrenbarton2","M","7.81295E+17","9/29/16 0:51","Great �__��_�ԍ_ُ� ",9,0,"",""
"1396","AleMorenoESPN","M","4.69633E+17","5/23/14 0:17","Congrats to my former teammates @ChrisWondo  @Brad_Davis11 on making the US final roster. Good players, better people. Well deserved!",66,17,"","ChrisWondo"
"1723","kylemartino","M","7.15666E+17","3/31/16 22:25","Back at it!! #BPLonNBC ",34,8,"BPLonNBC",""
"1427","The2RobbiesNBC","M","6.15261E+17","6/28/15 20:51","Doing my best @arlowhite down in Jamaica! #Guinness #StreetFootball ",11,2,"Guinness","arlowhite"
"2483","marckestecher","M","2.03678E+17","5/19/12 2:47","@arisports Thx for coming on...Good to chat with you...",0,0,"","arisports"
"945","GenoEspn","M","6.83312E+17","1/2/16 15:39","The Carrs are a remarkable family. I was honored, as was @klappas14, to help tell Chad's story. ",5,0,"","klappas14"
"1151","TaylorTwellman","M","7.64883E+17","8/14/16 17:54","Could watch this movement and diagram 1000x. #EPL #LiverpoolFC  ",78,21,"EPL",""
"277","robbiemustoe","M","7.40666E+17","6/8/16 22:06","@8rucew I do . 32 was ours.",1,0,"","8rucew"
"293","EricWynalda","M","7.9036E+17","10/24/16 1:12","Pretty much- I think almost all American players are underpaid ",10,0,"",""
"2316","BobLeyESPN","M","5.15953E+17","9/27/14 19:55","SET DVR - OTL ESPN2 8am  On the day of his final game: The Cult of Jeter @Buster_ESPN  @martyappelnyy @chrissmithnymag join me @ESPN_MLB",1,1,"","Buster_ESPN"
"1382","JSB_FOX","F","7.41786E+17","6/12/16 0:16","Orozco comes on for Dempsey and Jurgen is taking control of the ship. Hang on, folks. ",24,4,"",""
"1651","arlowhite","M","7.06771E+17","3/7/16 9:16","April 1st 2015, @LCFC were bottom. They've played a full season of games since; P38 W24 D10 L4 Pts82. It's absolutely astonishing.",116,83,"","LCFC"
"1044","EricWynalda","M","7.75362E+17","9/12/16 15:56","It's a new wrinkle in the legal language of contracts these days - just letting you know - not inserting my opinion  ",1,0,"",""
"2899","KeithCostigan","M","7.48697E+17","7/1/16 1:56","@Neil_Costigan I've gone Italy from beginning.   Fancy them and Portugal in final",0,0,"","Neil_Costigan"
"1351","GrantWahl","M","7.64657E+17","8/14/16 2:54","Olympic men's soccer semifinals:

#BRA-#HON
#GER-#NGR",92,70,"BRA",""
"57","BobLeyESPN","M","7.88807E+17","10/19/16 18:22","We just report the news. ",99,69,"",""
"488","DavePasch","M","7.11705E+17","3/21/16 0:05","Boeheim's teams historically at their best in the tournament when not much is expected.",17,9,"",""
"1618","The2RobbiesNBC","M","5.87234E+17","4/12/15 12:40","Martin Tyler the Godfather of the gantry. #Legend #IWasThere ",28,14,"Legend",""
"325","notthefakeSVP","M","7.87869E+17","10/17/16 4:14","@JTGindy same opposition that held them to 9 until the last 3:00.",1,0,"","JTGindy"
"1746","kylemartino","M","7.1499E+17","3/30/16 1:35","I see him there retroactively.  ",27,3,"",""
"2949","catwhitehill4","F","1361419953","3/20/09 17:19","Just got on 40. So close to home yet going the wrong way",0,0,"",""
"2663","RebeccaLobo","F","4.50304E+17","3/30/14 16:11","@DChamp Syracuse orange.",0,0,"","DChamp"
"2014","JSB_FOX","F","7.20131E+17","4/13/16 6:04","@MollyAMcGrath Basically the best photo ever. _�_� #firstwivesclub ",44,4,"firstwivesclub","MollyAMcGrath"
"2533","lindsayczarniak","F","2245460397","6/19/09 23:09","am watching NASCAR qualifying here at Infineon... Marcos Ambrose quickest right now... Carries a stuffed kuala on his hood before qualif ...",0,0,"",""
"1394","michaelsmith","M","7.71836E+17","9/2/16 22:24","@CharlesRobinson @YahooNoise it was only like 75",0,0,"","CharlesRobinson"
"706","TaylorTwellman","M","7.77232E+17","9/17/16 19:44","@Sports_Soapbox dude read my tweet again",0,0,"","Sports_Soapbox"
"2214","RebeccaLobo","F","4.99163E+17","8/12/14 11:58","@CoachSQuigley Hi Sam. I miss calling DePaul games.",1,0,"","CoachSQuigley"
"429","AleMorenoESPN","M","6.76489E+17","12/14/15 19:49","Filth! ",6,2,"",""
"695","Real_T_Mac","M","2.9143E+17","1/16/13 6:19","@CoolYour_Jets 14 hour difference",1,1,"",""
"670","arlowhite","M","7.48513E+17","6/30/16 13:47","How did Hoddle do at Euro 2000? ;) ",1,0,"",""
"2210","michaelsmith","M","7.59759E+17","7/31/16 14:34","@Zee_216 how about that",2,0,"","Zee_216"
"385","lindsayczarniak","F","6.57583E+17","10/23/15 15:43","Need some help 4 tonight's @SportsCenter from my friends in Harrisonburg What r the three best things about @JMU ? ",179,77,"","SportsCenter"
